start_lat,start_lon,end_lat,end_lon,airport1,airport2
43.81027778,11.19777778,46.23944444,6.110277778,FLR,GVA
43.81027778,11.19777778,48.1325,11.69916667,FLR,MUC
43.81027778,11.19777778,47.45833333,8.551666667,FLR,ZRH
52.13527778,7.686111111,50.03194444,8.577777778,FMO,FRA
52.13527778,7.686111111,48.1325,11.69916667,FMO,MUC
52.13527778,7.686111111,28.04277778,-16.57055556,FMO,TFS
32.69777778,-16.77444444,41.23805556,-8.674722222,FNC,OPO
50.03194444,8.577777778,57.20194444,-2.197777778,FRA,ABZ
50.03194444,8.577777778,52.30833333,4.768055556,FRA,AMS
50.03194444,8.577777778,59.66194444,17.93388889,FRA,ARN
50.03194444,8.577777778,37.89583333,23.72888889,FRA,ATH
50.03194444,8.577777778,41.30277778,2.094444444,FRA,BCN
50.03194444,8.577777778,52.45388889,-1.746388889,FRA,BHX
50.03194444,8.577777778,43.30277778,-2.921666667,FRA,BIO
50.03194444,8.577777778,55.74027778,9.152777778,FRA,BLL
50.03194444,8.577777778,44.53055556,11.2925,FRA,BLQ
50.03194444,8.577777778,53.04666667,8.79,FRA,BRE
50.03194444,8.577777778,51.38277778,-2.719166667,FRA,BRS
50.03194444,8.577777778,50.90166667,4.494166667,FRA,BRU
50.03194444,8.577777778,47.59,7.53,FRA,BSL
50.03194444,8.577777778,47.43694444,19.25555556,FRA,BUD
50.03194444,8.577777778,53.09666667,17.97861111,FRA,BZG
50.03194444,8.577777778,49.00972222,2.547777778,FRA,CDG
50.03194444,8.577777778,50.86583333,7.141944444,FRA,CGN
50.03194444,8.577777778,55.61805556,12.65583333,FRA,CPH
50.03194444,8.577777778,51.13277778,13.76722222,FRA,DRS
50.03194444,8.577777778,51.51833333,7.612222222,FRA,DTM
50.03194444,8.577777778,53.4325,-6.252222222,FRA,DUB
50.03194444,8.577777778,51.28111111,6.752777778,FRA,DUS
50.03194444,8.577777778,55.95,-3.3725,FRA,EDI
50.03194444,8.577777778,41.80027778,12.23888889,FRA,FCO
50.03194444,8.577777778,47.66722222,9.5125,FRA,FDH
50.03194444,8.577777778,48.77916667,8.080277778,FRA,FKB
